rank;rank_w;name1;name2;name3;name4;name5;score;from_url;name6;name7
56;[61];Bernard Fortin Département d'Économique, Université Laval, QuébecCentre Interuniversitaire sur le Risque, les Politiques Économiques et l'Emploi (CIRPÉE), Montréal/QuébecCentre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO), Montréal;/e/pfo64.html;Bernard  Fortin;Département d'Économique, Université Laval;Centre Interuniversitaire sur le Risque, les Politiques Économiques et l'Emploi (CIRPÉE);50.61;http://ideas.repec.org/top/top.canada.html;Centre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO);;
57;[67];Douglas J. Cumming Schulich School of Business, York University, Toronto;/e/pcu87.html;Douglas J. Cumming;Schulich School of Business, York University;;50.78;http://ideas.repec.org/top/top.canada.html;;;
58;[64];John M. Hartwick Economics Department, Queen's University, Kingston;/f/pha298.html;John M. Hartwick;Economics Department, Queen's University;;51.33;http://ideas.repec.org/top/top.canada.html;;;
59;[72];Simon C. Parker Ivey School of Business, University of Western Ontario, London;/f/ppa228.html;Simon C. Parker;Ivey School of Business, University of Western Ontario;;51.62;http://ideas.repec.org/top/top.canada.html;;;
60;[75];Arthur Hosios Department of Economics, University of Toronto, Toronto;/e/pho15.html;Arthur  Hosios;Department of Economics, University of Toronto;;53.03;http://ideas.repec.org/top/top.canada.html;;;
61;[38];Richard Miller Bird Business Economics, Rotman School of Management, University of Toronto, Toronto;/e/pbi26.html;Richard Miller Bird;Business Economics, Rotman School of Management, University of Toronto;;53.43;http://ideas.repec.org/top/top.canada.html;;;
62;[71];Patrick Francois Vancouver School of Economics, University of British Columbia, Vancouver;/e/pfr24.html;Patrick  Francois;Vancouver School of Economics, University of British Columbia;;54;http://ideas.repec.org/top/top.canada.html;;;
63;[68];Marcel Boyer Département de Sciences Économiques, Université de Montréal, MontréalCentre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO), Montréal;/e/pbo10.html;Marcel  Boyer;Département de Sciences Économiques, Université de Montréal;Centre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO);54.77;http://ideas.repec.org/top/top.canada.html;;;
64;[76];Yves Sprumont Département de Sciences Économiques, Université de Montréal, MontréalCentre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), Montréal;/e/psp114.html;Yves  Sprumont;Département de Sciences Économiques, Université de Montréal;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);58.41;http://ideas.repec.org/top/top.canada.html;;;
65;[29];Pierre Siklos Department of Economics, School of Business and Economics, Wilfrid Laurier University, WaterlooCentre for International Governance Innovation (CIGI), WaterlooViessmann European Research Centre, Wilfrid Laurier University, Waterloo;/e/psi78.html;Pierre  Siklos;Department of Economics, School of Business and Economics, Wilfrid Laurier University;Centre for International Governance Innovation (CIGI);60.69;http://ideas.repec.org/top/top.canada.html;Viessmann European Research Centre, Wilfrid Laurier University;;
66;[58];Morten Ørregaard Nielsen Economics Department, Queen's University, Kingston;/e/pni42.html;Morten Ørregaard Nielsen;Economics Department, Queen's University;;61.56;http://ideas.repec.org/top/top.canada.html;;;
67;[77];David Donaldson Vancouver School of Economics, University of British Columbia, Vancouver;/e/pdo56.html;David  Donaldson;Vancouver School of Economics, University of British Columbia;;61.7;http://ideas.repec.org/top/top.canada.html;;;
68;[73];Jack M. Mintz School of Public Policy, University of Calgary, Calgary;/f/pmi365.html;Jack M. Mintz;School of Public Policy, University of Calgary;;61.95;http://ideas.repec.org/top/top.canada.html;;;
69;[78];Thomas Wayne Ross Strategy and Business Economics Division, Sauder School of Business, University of British Columbia, Vancouver;/f/pro260.html;Thomas Wayne Ross;Strategy and Business Economics Division, Sauder School of Business, University of British Columbia;;64.44;http://ideas.repec.org/top/top.canada.html;;;
70;[82];Gerrit Cornelis van Kooten Department of Economics, University of Victoria, Victoria;/e/pva171.html;Gerrit Cornelis van Kooten;Department of Economics, University of Victoria;;65.18;http://ideas.repec.org/top/top.canada.html;;;
71;[80];Todd R. Stinebrickner Department of Economics, University of Western Ontario, London;/f/pst255.html;Todd R. Stinebrickner;Department of Economics, University of Western Ontario;;65.65;http://ideas.repec.org/top/top.canada.html;;;
72;[81];Victor Aguirregabiria Department of Economics, University of Toronto, Toronto;/e/pag15.html;Victor  Aguirregabiria;Department of Economics, University of Toronto;;69.6;http://ideas.repec.org/top/top.canada.html;;;
73;[84];Sharon Kozicki Bank of Canada, Ottawa;/e/pko186.html;Sharon  Kozicki;Bank of Canada;;69.65;http://ideas.repec.org/top/top.canada.html;;;
74;[83];Richard George Lipsey Department of Economics, Simon Fraser University, Burnaby;/f/pli630.html;Richard George Lipsey;Department of Economics, Simon Fraser University;;71.19;http://ideas.repec.org/top/top.canada.html;;;
75;[92];Nancy Theresa Gallini Vancouver School of Economics, University of British Columbia, Vancouver;/f/pga504.html;Nancy Theresa Gallini;Vancouver School of Economics, University of British Columbia;;73.72;http://ideas.repec.org/top/top.canada.html;;;
76;[85];James Byron Davies Department of Economics, University of Western Ontario, London;/e/pda143.html;James Byron Davies;Department of Economics, University of Western Ontario;;74.06;http://ideas.repec.org/top/top.canada.html;;;
77;[87];W. Craig Riddell Vancouver School of Economics, University of British Columbia, Vancouver;/e/pri20.html;W. Craig  Riddell;Vancouver School of Economics, University of British Columbia;;76.31;http://ideas.repec.org/top/top.canada.html;;;
78;[88];Paul Gomme Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), MontréalDepartment of Economics, Concordia University, Montréal;/e/pgo11.html;Paul  Gomme;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);Department of Economics, Concordia University;76.9;http://ideas.repec.org/top/top.canada.html;;;
79;[90];Simon van Norden Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ), MontréalHEC Montréal (École des Hautes Études Commerciales), MontréalCentre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO), Montréal;/e/pva7.html;Simon  van Norden;Centre Interuniversitaire de Recherche en Économie Quantitative (CIREQ);HEC Montréal (École des Hautes Études Commerciales);77.67;http://ideas.repec.org/top/top.canada.html;Centre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO);;
80;[86];Claude Montmarquette Département de Sciences Économiques, Université de Montréal, MontréalCentre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO), Montréal;/f/pmo237.html;Claude  Montmarquette;Département de Sciences Économiques, Université de Montréal;Centre Interuniversitaire de Recherche en Analyse des Organisations (CIRANO);79.37;http://ideas.repec.org/top/top.canada.html;;;
81;[91];Richard A. Brecher Department of Economics, Carleton University, Ottawa;/f/pbr424.html;Richard A. Brecher;Department of Economics, Carleton University;;81.16;http://ideas.repec.org/top/top.canada.html;;;
82;[95];Xiaodong Zhu Department of Economics, University of Toronto, Toronto;/e/pzh43.html;Xiaodong  Zhu;Department of Economics, University of Toronto;;81.92;http://ideas.repec.org/top/top.canada.html;;;
83;[93];Dwayne Benjamin School of Public Policy and Governance, University of Toronto, TorontoDepartment of Economics, University of Toronto, Toronto;/e/pbe86.html;Dwayne  Benjamin;School of Public Policy and Governance, University of Toronto;Department of Economics, University of Toronto;86.04;http://ideas.repec.org/top/top.canada.html;;;
84;[94];Kenneth Kasa Department of Economics, Simon Fraser University, Burnaby;/e/pka48.html;Kenneth  Kasa;Department of Economics, Simon Fraser University;;87.98;http://ideas.repec.org/top/top.canada.html;;;
85;[99];Michael Parkin Department of Economics, University of Western Ontario, London;/f/ppa795.html;Michael  Parkin;Department of Economics, University of Western Ontario;;88.19;http://ideas.repec.org/top/top.canada.html;;;
86;[98];Dan Usher Economics Department, Queen's University, Kingston;/e/pus9.html;Dan  Usher;Economics Department, Queen's University;;90.67;http://ideas.repec.org/top/top.canada.html;;;
87;[89];Michael Smart Department of Economics, University of Toronto, Toronto;/e/psm6.html;Michael  Smart;Department of Economics, University of Toronto;;91.27;http://ideas.repec.org/top/top.canada.html;;;
88;[96];Richard Glen Harris Department of Economics, Simon Fraser University, Burnaby;/f/pha649.html;Richard Glen Harris;Department of Economics, Simon Fraser University;;91.52;http://ideas.repec.org/top/top.canada.html;;;
89;[97];Daniel Parent Institut d'Économie Appliquée, HEC Montréal (École des Hautes Études Commerciales), Montréal;/f/ppa285.html;Daniel  Parent;Institut d'Économie Appliquée, HEC Montréal (École des Hautes Études Commerciales);;91.57;http://ideas.repec.org/top/top.canada.html;;;
90;[101];Miles Corak École Supérieure d'Affaires Publiques et Internationales / Graduate School of Public and International Affairs, Université d'Ottawa / University of Ottawa, Ottawa;/e/pco98.html;Miles  Corak;École Supérieure d'Affaires Publiques et Internationales / Graduate School of Public and International Affairs, Université d'Ottawa / University of Ottawa;;92.28;http://ideas.repec.org/top/top.canada.html;;;
91;[104];David E. A. Giles Department of Economics, University of Victoria, Victoria;/e/pgi8.html;David E. A. Giles;Department of Economics, University of Victoria;;92.91;http://ideas.repec.org/top/top.canada.html;;;
92;[100];Sam Bucovetsky Department of Economics, York University, Toronto;/e/pbu71.html;Sam  Bucovetsky;Department of Economics, York University;;94.23;http://ideas.repec.org/top/top.canada.html;;;
93;[103];Mukesh Eswaran Vancouver School of Economics, University of British Columbia, Vancouver;/e/pes92.html;Mukesh  Eswaran;Vancouver School of Economics, University of British Columbia;;95.66;http://ideas.repec.org/top/top.canada.html;;;
94;[106];Ignatius J. Horstmann Business Economics, Rotman School of Management, University of Toronto, TorontoInstitute for Policy Analysis, University of Toronto, Toronto;/e/pho167.html;Ignatius J. Horstmann;Business Economics, Rotman School of Management, University of Toronto;Institute for Policy Analysis, University of Toronto;96.53;http://ideas.repec.org/top/top.canada.html;;;
95;[105];Avi Goldfarb Rotman School of Management, University of Toronto, Toronto;/e/pgo53.html;Avi  Goldfarb;Rotman School of Management, University of Toronto;;97.74;http://ideas.repec.org/top/top.canada.html;;;
96;[3];Roland J. Benabou Program in Institutions, Organizations and Growth, Canadian Institute for Advanced Research (CIFAR), TorontoProgram in Social Interactions, Identity and Well-Being, Canadian Institute for Advanced Research (CIFAR), Toronto;/e/pbe27.html;Roland J. Benabou;Program in Institutions, Organizations and Growth, Canadian Institute for Advanced Research (CIFAR);Program in Social Interactions, Identity and Well-Being, Canadian Institute for Advanced Research (CIFAR);99.32;http://ideas.repec.org/top/top.canada.html;;;
97;[109];Siwan Anderson Vancouver School of Economics, University of British Columbia, Vancouver;/f/pan256.html;Siwan  Anderson;Vancouver School of Economics, University of British Columbia;;100.02;http://ideas.repec.org/top/top.canada.html;;;
98;[111];B. Curtis Eaton Department of Economics, University of Calgary, Calgary;/e/pea2.html;B. Curtis Eaton;Department of Economics, University of Calgary;;102.17;http://ideas.repec.org/top/top.canada.html;;;
99;[107];Adonis Yatchew Department of Economics, University of Toronto, Toronto;/e/pya120.html;Adonis  Yatchew;Department of Economics, University of Toronto;;103.51;http://ideas.repec.org/top/top.canada.html;;;
100;[108];Ajay K. Agrawal Rotman School of Management, University of Toronto, Toronto;/e/pag38.html;Ajay K. Agrawal;Rotman School of Management, University of Toronto;;103.7;http://ideas.repec.org/top/top.canada.html;;;
101;[74];Kristian Behrens Centre Interuniversitaire sur le Risque, les Politiques Économiques et l'Emploi (CIRPÉE), Montréal/QuébecDépartement des Sciences Économiques, École des Sciences de la Gestion (ESG), Université du Québec à Montréal (UQAM), Montréal;/e/pbe108.html;Kristian  Behrens;Centre Interuniversitaire sur le Risque, les Politiques Économiques et l'Emploi (CIRPÉE);Département des Sciences Économiques, École des Sciences de la Gestion (ESG), Université du Québec à Montréal (UQAM);104.68;http://ideas.repec.org/top/top.canada.html;;;
102;[113];Fabian Lange Department of Economics, McGill University, Montréal;/f/pla224.html;Fabian  Lange;Department of Economics, McGill University;;104.99;http://ideas.repec.org/top/top.canada.html;;;
103;[120];Heski Bar-Isaac Business Economics, Rotman School of Management, University of Toronto, Toronto;/e/pba94.html;Heski  Bar-Isaac;Business Economics, Rotman School of Management, University of Toronto;;108.25;http://ideas.repec.org/top/top.canada.html;;;
